pwm, time_us, position, angle
10, 1323641901, -0.100941, 0.0141372
10, 1323646901, -0.100642, 0.0109956
10, 1323651901, -0.100353, 0.00785398
10, 1323656901, -0.100073, 0.00628319
10, 1323661901, -0.0997841, 0.00471239
10, 1323666901, -0.0994948, 0.0015708
10, 1323671901, -0.0991955, 0
10, 1323676901, -0.0989062, -0.00314159
10, 1323681901, -0.0986169, -0.00471239
10, 1323686901, -0.0983375, -0.00785398
10, 1323691901, -0.0980582, -0.00942478
10, 1323696901, -0.0977788, -0.0109956
10, 1323701901, -0.0974995, -0.0141372
10, 1323706901, -0.0972102, -0.015708
10, 1323711901, -0.0969209, -0.0188496
10, 1323716901, -0.0966415, -0.0204204
10, 1323721901, -0.0963522, -0.0235619
10, 1323726901, -0.0960629, -0.0251327
10, 1323731901, -0.0957836, -0.0267035
10, 1323736901, -0.0955042, -0.0298451
10, 1323741901, -0.0952049, -0.0314159
10, 1323746901, -0.0949755, -0.0329867
10, 1323751901, -0.0946762, -0.0361283
10, 1323756901, -0.0943869, -0.0376991
10, 1323761901, -0.0940876, -0.0392699
10, 1323766901, -0.0937983, -0.0424115
10, 1323771901, -0.0935089, -0.0439823
10, 1323776901, -0.0932096, -0.0455531
10, 1323781901, -0.0929104, -0.0486947
10, 1323786901, -0.092621, -0.0502655
10, 1323791901, -0.0923317, -0.0518363
10, 1323796901, -0.0920324, -0.0534071
10, 1323801901, -0.0917232, -0.0565487
10, 1323806901, -0.0914139, -0.0581195
10, 1323811901, -0.0911246, -0.0596903
10, 1323816901, -0.0908353, -0.0612611
10, 1323821901, -0.090536, -0.0628319
10, 1323826901, -0.0902367, -0.0644026
10, 1323831901, -0.0899474, -0.0659734
10, 1323836901, -0.0896481, -0.0675442
10, 1323841901, -0.0893488, -0.0706858
10, 1323846901, -0.0890595, -0.0722566
10, 1323851901, -0.0887602, -0.0722566
10, 1323856901, -0.0884609, -0.0738274
10, 1323861901, -0.0881815, -0.0753982
10, 1323866901, -0.0879022, -0.076969
10, 1323871901, -0.0876229, -0.0785398
10, 1323876901, -0.0873535, -0.0801106
10, 1323881901, -0.0870841, -0.0816814
10, 1323886901, -0.0868048, -0.0832522
10, 1323891901, -0.0865354, -0.0832522
10, 1323896901, -0.0862661, -0.084823
10, 1323901901, -0.0859967, -0.0863938
10, 1323906901, -0.0857273, -0.0863938
10, 1323911901, -0.0854779, -0.0879646
10, 1323916901, -0.0852086, -0.0879646
10, 1323921901, -0.0849492, -0.0895354
10, 1323926901, -0.0846898, -0.0895354
10, 1323931901, -0.0844304, -0.0911062
10, 1323936901, -0.084161, -0.0911062
10, 1323941901, -0.0839017, -0.092677
10, 1323946901, -0.0836323, -0.092677
10, 1323951901, -0.0833529, -0.0942478
10, 1323956901, -0.0830836, -0.0942478
10, 1323961901, -0.0828042, -0.0942478
10, 1323966901, -0.0825149, -0.0958186
10, 1323971901, -0.0822456, -0.0958186
